ID	Accession	Assay Type	Assay Nickname	Target label	Target gene	Biosample summary	Biosample	Description	Lab	Project	Status	Biological replicate	Technical replicate	Linked Antibody	Species	Life stage	Age	Age Units	Treatment	Term ID	Concentration	Concentration units	Duration	Duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Replicates
/experiments/ENCSR106OKX/	ENCSR106OKX	DNase-seq	DNase-seq			kidney female fetal (120 days)	kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	120	day										/replicates/49b8c80e-6db0-494d-aa50-6b4a6f99d154/
/experiments/ENCSR174GXG/	ENCSR174GXG	DNase-seq	DNase-seq			muscle of back male fetal (101 day)	muscle of back		John Stamatoyannopoulos, UW	Roadmap	released	1	4		Homo sapiens	fetal	101	day										/replicates/62efda15-bad9-48c2-bea7-0b824e5d53db/
/experiments/ENCSR649KBB/	ENCSR649KBB	DNase-seq	DNase-seq			brain male fetal (122 days)	brain		John Stamatoyannopoulos, UW	Roadmap	released	1,2	2		Homo sapiens	fetal	122	day										/replicates/751ab90f-7023-44b8-85ec-7ce895baf319/,/replicates/c6d9d6ac-3a7e-4195-baf8-6373897cceb9/
/experiments/ENCSR860NDZ/	ENCSR860NDZ	DNase-seq	DNase-seq			small intestine female fetal (105 days)	small intestine		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	105	day										/replicates/d96153a4-35bc-4547-9cfe-326760a5e05e/
/experiments/ENCSR770DEN/	ENCSR770DEN	DNase-seq	DNase-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	released	1	4		Homo sapiens	fetal	97	day										/replicates/9f2847cf-b757-4e0b-91d7-f06b98f320ac/
/experiments/ENCSR622CAH/	ENCSR622CAH	DNase-seq	DNase-seq			muscle of leg male fetal (127 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	127	day										/replicates/dd3079d5-fbfb-4872-a19d-8fe279b5cb88/
/experiments/ENCSR278FVO/	ENCSR278FVO	DNase-seq	DNase-seq			neuronal stem cell derived from H1-hESC	neuronal stem cell		John Stamatoyannopoulos, UW	Roadmap	released	2,1	5,4		Homo sapiens	embryonic	unknown											/replicates/491eaf4e-1a51-42ad-be66-687b97e397bb/,/replicates/e709936f-12b0-41dd-aed5-1e5486d2cabb/
/experiments/ENCSR172PVJ/	ENCSR172PVJ	DNase-seq	DNase-seq			stomach male fetal (91 day)	stomach		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	91	day										/replicates/2d8d4472-bec3-4156-baa1-ed5bd0bc3a82/
/experiments/ENCSR354FBA/	ENCSR354FBA	DNase-seq	DNase-seq			small intestine male fetal (115 days)	small intestine		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	115	day										/replicates/2911289b-7e1e-46c4-b529-d033a55f3189/
/experiments/ENCSR666YVE/	ENCSR666YVE	DNase-seq	DNase-seq			large intestine male fetal (105 days)	large intestine		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/0f1ce008-bcb3-4869-840f-67dd43e36c92/
/experiments/ENCSR587HPR/	ENCSR587HPR	DNase-seq	DNase-seq			lung male fetal (82 days)	lung		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	82	day										/replicates/015afb6a-ccef-4a3c-8e62-92ac8bb80a4a/
/experiments/ENCSR000CMP/	ENCSR000CMP	DNase-seq	DNase-seq			C57BL/6 telencephalon male adult (8 weeks)	telencephalon	DNase on 8 week adult mouse cerebrum	John Stamatoyannopoulos, UW	ENCODE	released	2,3,1	1		Mus musculus	adult	8	week										/replicates/4983aaff-fbdc-4026-8d93-ab2e90846fd2/,/replicates/8cc5e46a-5003-41ac-82ae-15c3711a7bb1/,/replicates/4aacebff-2bca-4967-8aac-31abff82a274/
/experiments/ENCSR342NCX/	ENCSR342NCX	DNase-seq	DNase-seq			thymus female fetal (113 days)	thymus		John Stamatoyannopoulos, UW	Roadmap	released	1	4		Homo sapiens	fetal	113	day										/replicates/b8a6c059-4e0d-4e64-9e44-049be64fafd9/
/experiments/ENCSR794OFW/	ENCSR794OFW	DNase-seq	DNase-seq			H1-hESC	H1-hESC		John Stamatoyannopoulos, UW	Roadmap	released	1	1,2		Homo sapiens	embryonic	unknown											/replicates/0e86b1d4-5cf5-4c4a-8648-7684ed171f3a/,/replicates/a2a304ef-e09e-4fb2-93bf-0978c0bbc5e8/
/experiments/ENCSR000CNM/	ENCSR000CNM	DNase-seq	DNase-seq			C57BL/6 lung male adult (8 weeks)	lung	DNase-seq and DGF 8 week mouse lung	John Stamatoyannopoulos, UW	ENCODE	released	2,3,1	1		Mus musculus	adult	8	week										/replicates/c612e8b5-2200-4dad-b517-550fb8f9f6c9/,/replicates/3a3a58a4-4e53-446a-a2dc-4efabcb7d62b/,/replicates/dba396d8-8fec-4601-80f4-c8528891eec0/
/experiments/ENCSR000CNH/	ENCSR000CNH	DNase-seq	DNase-seq			C57BL/6 large intestine male adult (8 weeks)	large intestine	DNase on 8 week adult mouse large intestine	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	adult	8	week										/replicates/ab49d443-4c1a-4cf1-9b39-d7705b985c56/,/replicates/7f06d39f-00a8-48c8-9d6e-211fcfb98b8b/
/experiments/ENCSR000CMN/	ENCSR000CMN	DNase-seq	DNase-seq			C57BL/6 splenic B cell male adult (8 weeks)	splenic B cell	DNase-seq and DGF on 8 week mouse B-cell (CD43-)	John Stamatoyannopoulos, UW	ENCODE	released	1,2,3,4	1		Mus musculus	adult	8	week										/replicates/a2e07364-cd9a-401e-9b35-acca54078abb/,/replicates/118e9cfc-3a2b-478a-afe1-d1b2f1341a32/,/replicates/2f3861ba-7715-4ea1-aeac-9fc491a2e924/,/replicates/ee11e2ba-f0c0-4fd5-ad14-da7be5435b71/
/experiments/ENCSR419MZH/	ENCSR419MZH	DNase-seq	DNase-seq			adrenal gland female fetal (108 days)	adrenal gland		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	108	day										/replicates/82494c85-c7a9-4748-8502-f9034c676f5a/
/experiments/ENCSR986HEN/	ENCSR986HEN	DNase-seq	DNase-seq			right renal pelvis male fetal (105 days)	right renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	1	7		Homo sapiens	fetal	105	day										/replicates/df033a7d-7bca-4600-abae-5eb4aa39629e/
/experiments/ENCSR761ZFA/	ENCSR761ZFA	DNase-seq	DNase-seq			right renal pelvis male fetal (105 days)	right renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	105	day										/replicates/1d27fbef-f9a0-4dc3-a05a-be0bce1257fd/
/experiments/ENCSR564TUY/	ENCSR564TUY	DNase-seq	DNase-seq			common myeloid progenitor, CD34-positive male	common myeloid progenitor, CD34-positive		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	unknown	unknown											/replicates/564dcd5d-0e56-4646-bd07-9a0c6f37d668/
/experiments/ENCSR349VEQ/	ENCSR349VEQ	DNase-seq	DNase-seq			muscle of trunk female fetal (113 days)	muscle of trunk		John Stamatoyannopoulos, UW	Roadmap	archived	1	4		Homo sapiens	fetal	113	day										/replicates/21bb0f09-2fdd-4eba-85cd-9cac90f12b2e/
/experiments/ENCSR297ORG/	ENCSR297ORG	DNase-seq	DNase-seq			muscle of leg male fetal (96 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	1	10		Homo sapiens	fetal	96	day										/replicates/62c14f3d-16e1-4e39-8a88-f5b91125720a/
/experiments/ENCSR580OAH/	ENCSR580OAH	DNase-seq	DNase-seq			renal pelvis male fetal (91 day)	renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	91	day										/replicates/3c496ea1-ca22-4950-97b9-3d1b3e9b8117/
/experiments/ENCSR000EPL/	ENCSR000EPL	DNase-seq	DNase-seq			NB4	NB4	DNase-seq and DGF on human NB4	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Homo sapiens	adult	23	year										/replicates/99719b39-67d3-403a-8dff-c3bc3a6d7502/,/replicates/93376bf4-269f-440b-aa00-c958de79afeb/
/experiments/ENCSR863XNX/	ENCSR863XNX	DNase-seq	DNase-seq			embryonic facial prominence male fetal (81 day)	embryonic facial prominence		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	fetal	81	day										/replicates/6c78c8e9-c008-4e4b-a05f-a037e7b6fea5/
/experiments/ENCSR488VEQ/	ENCSR488VEQ	DNase-seq	DNase-seq			C57BL/6 retina embryo (14.5 days)	retina	DNase-seq on 14.5 day mixed embryonic mouse retina	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Mus musculus	embryonic	14.5	day										/replicates/df59f097-bb08-40ff-ae11-f144d320db50/,/replicates/6d167af6-2d5b-403b-aa99-091b87f92210/
/experiments/ENCSR621ENC/	ENCSR621ENC	DNase-seq	DNase-seq			retina fetal (74 days) and fetal (85 days)	retina		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1,2		Homo sapiens	fetal	74,85	day										/replicates/8e21194a-11f4-4995-b7bd-af697c3a92aa/,/replicates/4c505a36-8f6e-4d1e-a9e1-a1ed7009ac23/,/replicates/f0038d0b-3ac4-48a3-98c4-3d98d5533885/
/experiments/ENCSR382JUJ/	ENCSR382JUJ	DNase-seq	DNase-seq			superior temporal gyrus male adult (84 years)	superior temporal gyrus		John Stamatoyannopoulos, UW	ENCODE	released	1	1		Homo sapiens	adult	84	year										/replicates/5b9cf9ba-a4c0-4614-a587-f3f84524385a/
/experiments/ENCSR943SYS/	ENCSR943SYS	DNase-seq	DNase-seq			H9 G2 phase transiently expressing fusion protein	H9		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/42670ed8-509d-4189-8fe0-b6a85c34a3ef/,/replicates/eb019bdd-9c36-4b7f-9bc8-1c10d721ca87/
/experiments/ENCSR000ELW/	ENCSR000ELW	DNase-seq	DNase-seq			A549	A549	DNase-seq and DGF on human A549	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	58	year										/replicates/be367e5b-b991-4b18-8992-4191f4846b26/,/replicates/8aedda85-e4cb-4205-978b-9eaaae760537/
/experiments/ENCSR845CFB/	ENCSR845CFB	DNase-seq	DNase-seq			hematopoietic multipotent progenitor cell male adult (25 years) treated with interleukin-3 , kit ligand , hydrocortisone succinate , erythropoietin	hematopoietic multipotent progenitor cell	DNase-seq on 25 year old human male hematopoietic multipotent progenitor cell	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	25	year	interleukin-3,kit ligand,hydrocortisone succinate,erythropoietin	UniprotKB:P08700,UniprotKB:P21583,CHEBI:31677,CHEBI:81579			8	day				/replicates/cb651c38-ed36-41c4-8801-2d5a7a89d035/,/replicates/efd77e81-2350-42b2-a16d-480adce41cc4/
/experiments/ENCSR729DRB/	ENCSR729DRB	DNase-seq	DNase-seq			testis male fetal	testis		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	unknown											/replicates/f384a758-70fc-4b7b-b116-5e442d53f59a/
/experiments/ENCSR198JXW/	ENCSR198JXW	DNase-seq	DNase-seq			muscle of leg female fetal (85 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	85	day										/replicates/7dcc99e1-fc9d-4e89-a3de-2214ff856c57/
/experiments/ENCSR682PKY/	ENCSR682PKY	DNase-seq	DNase-seq			thymus female fetal	thymus		John Stamatoyannopoulos, UW	Roadmap	released	1	4		Homo sapiens	fetal	unknown											/replicates/8be9ea78-ed5b-4cd9-8f9a-4bf987c2b5f2/
/experiments/ENCSR452DCM/	ENCSR452DCM	DNase-seq	DNase-seq			CD14-positive monocyte male adult (21 year)	CD14-positive monocyte		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	adult	21	year										/replicates/d2c81611-79de-4eac-8293-71daab49b293/
/experiments/ENCSR148MFM/	ENCSR148MFM	DNase-seq	DNase-seq			spinal cord male fetal (105 days)	spinal cord		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/25c9e033-e58a-42d1-b504-db1a98fe1125/
/experiments/ENCSR762FCX/	ENCSR762FCX	DNase-seq	DNase-seq			large intestine male fetal (91 day)	large intestine		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	91	day										/replicates/1f92ac72-8a91-4966-aa16-e6baad2c2e61/
/experiments/ENCSR320SVK/	ENCSR320SVK	DNase-seq	DNase-seq			left renal pelvis male fetal (120 days)	left renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	1	4		Homo sapiens	fetal	120	day										/replicates/b5865025-c21a-4122-a544-c980c6d16014/
/experiments/ENCSR271QSV/	ENCSR271QSV	DNase-seq	DNase-seq			common myeloid progenitor, CD34-positive male adult	common myeloid progenitor, CD34-positive		John Stamatoyannopoulos, UW	Roadmap	released	2,1	1,3		Homo sapiens	adult	unknown											/replicates/6c24e27c-9a16-4836-981f-11bb050b4dfa/,/replicates/f714e863-61f4-45a0-896d-af45bfff372c/
/experiments/ENCSR888GBS/	ENCSR888GBS	DNase-seq	DNase-seq			muscle of arm male fetal (96 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	96	day										/replicates/f0a80567-d57d-4493-b498-52219195dd9b/
/experiments/ENCSR938UOR/	ENCSR938UOR	DNase-seq	DNase-seq			muscle of leg female fetal (115 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	115	day										/replicates/e843d69f-58e4-4e86-b84d-4d8b5ca6c247/
/experiments/ENCSR249BYV/	ENCSR249BYV	DNase-seq	DNase-seq			muscle of leg male fetal (113 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	1	8		Homo sapiens	fetal	113	day										/replicates/9d081696-cadf-4d7f-8f42-b7f77b364138/
/experiments/ENCSR628IRM/	ENCSR628IRM	DNase-seq	DNase-seq			T-cell male adult (21 year)	T-cell		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	adult	21	year										/replicates/f547175e-37db-45df-93d9-281696a7e33c/
/experiments/ENCSR357PMV/	ENCSR357PMV	DNase-seq	DNase-seq			muscle of arm female fetal (120 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	120	day										/replicates/c9aa889d-a597-4dd4-8dd4-8b2819db5237/
/experiments/ENCSR562ACY/	ENCSR562ACY	DNase-seq	DNase-seq			skin fibroblast male fetal (97 days)	skin fibroblast		John Stamatoyannopoulos, UW	Roadmap	released	1	5		Homo sapiens	fetal	97	day										/replicates/dabde2ad-b3d5-4241-83db-9c88057f1288/
/experiments/ENCSR174JMM/	ENCSR174JMM	DNase-seq	DNase-seq			heart female fetal (117 days)	heart		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	117	day										/replicates/d203faa9-5713-42c8-897d-b74cf1b9baa8/
/experiments/ENCSR777USE/	ENCSR777USE	DNase-seq	DNase-seq			thymus female fetal (147 days)	thymus		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	147	day										/replicates/756756ba-fc99-43f6-9aa9-024de3f8fd3a/
/experiments/ENCSR619DRM/	ENCSR619DRM	DNase-seq	DNase-seq			renal pelvis female fetal (105 days)	renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	105	day										/replicates/0302800b-3e72-4dc3-aee9-7126db66891e/
/experiments/ENCSR014FPY/	ENCSR014FPY	DNase-seq	DNase-seq			iPS DF 4.7 male newborn	iPS DF 4.7		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	newborn	unknown											/replicates/4ec39077-dd17-435e-96bd-8bbebd8eafe4/
/experiments/ENCSR680SDS/	ENCSR680SDS	DNase-seq	DNase-seq			left lung female fetal (107 days)	left lung		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	107	day										/replicates/53df115d-8ba7-4ea8-89cd-d63dc8437b8a/
/experiments/ENCSR118WIQ/	ENCSR118WIQ	DNase-seq	DNase-seq			brain fetal (112 days)	brain		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	112	day										/replicates/9c2275f7-441a-4ccb-b084-acf91487a89e/
/experiments/ENCSR000CNX/	ENCSR000CNX	DNase-seq	DNase-seq			C57BL/6 skeletal muscle tissue male adult (8 weeks)	skeletal muscle tissue	DNase on 8 week adult mouse skeletal muscle tissue	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	adult	8	week										/replicates/652e2d82-56ed-4987-b0bf-bfc6b221bd4e/,/replicates/55cbe334-4d42-4e6f-8849-5c003fd11359/
/experiments/ENCSR214XJO/	ENCSR214XJO	DNase-seq	DNase-seq			lung female fetal (120 days)	lung		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	120	day										/replicates/a4c9fae3-47b8-453b-a121-3fdd8a671195/
/experiments/ENCSR000COG/	ENCSR000COG	DNase-seq	DNase-seq			C57BL/6 brain male embryo (18.5 days)	brain	DNase on 18.5 day embryonic mouse whole brain	John Stamatoyannopoulos, UW	ENCODE	released	2,1	1		Mus musculus	embryonic	18.5	day										/replicates/d55d369b-f185-4e48-add8-7a87740bb6eb/,/replicates/99914449-d9ca-4c3b-bf6a-be8ccc1d5b99/
/experiments/ENCSR000COC/	ENCSR000COC	DNase-seq	DNase-seq			C57BL/6 CD4-positive, CD25-positive, alpha-beta regulatory T cell male adult (8 weeks)	CD4-positive, CD25-positive, alpha-beta regulatory T cell	DNase-seq and DGF on 8 week mouse TReg	John Stamatoyannopoulos, UW	ENCODE	released	2,3,1	1		Mus musculus	adult	8	week										/replicates/87f2cc6b-a478-42b1-ab06-62afecb9433f/,/replicates/c4ea4eb5-45d6-4769-9352-9e9df5e7ac5f/,/replicates/71e36e2d-af28-4129-a0e1-66ee9a5b38a9/
/experiments/ENCSR518JGY/	ENCSR518JGY	DNase-seq	DNase-seq			foreskin melanocyte male newborn	foreskin melanocyte		John Stamatoyannopoulos, UW	Roadmap	released	1	2,3		Homo sapiens	newborn	unknown											/replicates/90892dc2-4406-423a-a054-3153fa15b506/,/replicates/59e0cea5-f95b-4f1e-9973-d554a0522067/
/experiments/ENCSR062DUU/	ENCSR062DUU	DNase-seq	DNase-seq			stomach female fetal (105 days)	stomach		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/7dd7a1a8-fa65-4c9e-a7eb-2fb91ce788ec/
/experiments/ENCSR990XXC/	ENCSR990XXC	DNase-seq	DNase-seq			right kidney male fetal (115 days)	right kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	115	day										/replicates/a20fe866-b934-400c-8a01-5a3ec726fcf9/
/experiments/ENCSR645GJD/	ENCSR645GJD	DNase-seq	DNase-seq			kidney female fetal (113 days)	kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	113	day										/replicates/61e6cddb-e8ec-42a3-865a-fb345d0f8db5/
/experiments/ENCSR585CGU/	ENCSR585CGU	DNase-seq	DNase-seq			muscle of back female fetal (105 days)	muscle of back		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/4db6e77a-f819-4e80-89fd-b86989d57ce0/
/experiments/ENCSR445XYW/	ENCSR445XYW	DNase-seq	DNase-seq			right lung female fetal (98 days)	right lung		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	98	day										/replicates/dad7daac-50d8-4b07-98cc-3ae0435ae5e1/
/experiments/ENCSR619BNL/	ENCSR619BNL	DNase-seq	DNase-seq			muscle of arm male fetal (97 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	1	10		Homo sapiens	fetal	97	day										/replicates/7b9f8ec3-ca75-4fec-b45e-a239620e64d4/
/experiments/ENCSR033STL/	ENCSR033STL	DNase-seq	DNase-seq			muscle of back female fetal (105 days)	muscle of back		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/6bd49752-344a-43b6-b707-f375ccd893cd/
/experiments/ENCSR299INS/	ENCSR299INS	DNase-seq	DNase-seq			right lung female fetal (105 days)	right lung		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/5416559d-4240-44c5-9472-b256978003fd/
/experiments/ENCSR504KZE/	ENCSR504KZE	DNase-seq	DNase-seq			lung fetal (67 days)	lung		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	67	day										/replicates/625f42a0-c53d-4308-992c-2d8541355910/
/experiments/ENCSR953JVX/	ENCSR953JVX	DNase-seq	DNase-seq			kidney female fetal (105 days)	kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	105	day										/replicates/bf0620b1-0526-4ab5-8ceb-d2f073d9982b/
/experiments/ENCSR545KQR/	ENCSR545KQR	DNase-seq	DNase-seq			placenta female fetal (105 days)	placenta		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/ada03a7c-4ff1-4d56-90f5-b190add9e996/
/experiments/ENCSR452EGE/	ENCSR452EGE	DNase-seq	DNase-seq			muscle of arm male fetal (120 days)	muscle of arm		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	120	day										/replicates/969520ba-8222-43ee-96a8-e2e7c72da156/
/experiments/ENCSR499PZA/	ENCSR499PZA	DNase-seq	DNase-seq			kidney male fetal (105 days)	kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	105	day										/replicates/a932e91f-4b5e-4442-84b5-3d75c36bcc47/
/experiments/ENCSR294QCR/	ENCSR294QCR	DNase-seq	DNase-seq			muscle of leg male fetal (97 days)	muscle of leg		John Stamatoyannopoulos, UW	Roadmap	released	1	4		Homo sapiens	fetal	97	day										/replicates/5a52572f-b8ea-4da9-8f75-dcf4c721a973/
/experiments/ENCSR000ENL/	ENCSR000ENL	DNase-seq	DNase-seq			choroid plexus epithelial cell	choroid plexus epithelial cell	DNase-seq and DGF on human HCPEpiC	John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	unknown	unknown											/replicates/07a11133-1956-47a6-8bcc-5b8237f55b0d/,/replicates/31e1a94b-edd6-46a3-8785-dd61f7dea55c/
/experiments/ENCSR723IXU/	ENCSR723IXU	DNase-seq	DNase-seq			C57BL/6 embryo embryo (10 days)	embryo		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Mus musculus	embryonic	10	day										/replicates/e0da15e5-5411-4080-918c-b6c06f01d965/,/replicates/2ffa0e89-072f-450d-b6b7-dd2136acc05c/
/experiments/ENCSR489NAM/	ENCSR489NAM	DNase-seq	DNase-seq			OCI-LY7	OCI-LY7		John Stamatoyannopoulos, UW	ENCODE	released	1,2	1		Homo sapiens	adult	48	year										/replicates/dcd89572-2f78-4924-b432-df65df0bbd79/,/replicates/22d7e9da-793a-4dc4-89d4-963c3afdf376/
/experiments/ENCSR639ZJI/	ENCSR639ZJI	DNase-seq	DNase-seq			common myeloid progenitor, CD34-positive male adult (23 years)	common myeloid progenitor, CD34-positive		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	adult	23	year										/replicates/c4dc7bbd-b3cb-4450-a42d-5a1db8feeedb/
/experiments/ENCSR788SOI/	ENCSR788SOI	DNase-seq	DNase-seq			spinal cord male fetal (96 days)	spinal cord		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	96	day										/replicates/0b05d24c-115c-41bb-a245-75ffb3cce229/
/experiments/ENCSR026EOM/	ENCSR026EOM	DNase-seq	DNase-seq			brain female fetal (85 days)	brain		John Stamatoyannopoulos, UW	Roadmap	released	1	1,2		Homo sapiens	fetal	85	day										/replicates/aea19cf3-0c0b-49b7-986d-94180ad1d600/,/replicates/96f6cfd0-de91-430f-a1f4-7383d018c807/
/experiments/ENCSR166TEE/	ENCSR166TEE	DNase-seq	DNase-seq			forelimb muscle female fetal (108 days)	forelimb muscle		John Stamatoyannopoulos, UW	Roadmap	released	1	1		Homo sapiens	fetal	108	day										/replicates/85076b20-0da0-4527-a7fd-e259d9f886a2/
/experiments/ENCSR891VOV/	ENCSR891VOV	DNase-seq	DNase-seq			B cell female adult (34 years)	B cell		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	adult	34	year										/replicates/57d74f34-3212-40b6-b2ed-8023fc6bcdbf/
/experiments/ENCSR366EGE/	ENCSR366EGE	DNase-seq	DNase-seq			heart fetal (101 day)	heart		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	101	day										/replicates/bbf560d2-37ab-4f3d-8935-ce7e5d69a5b3/
/experiments/ENCSR917VCP/	ENCSR917VCP	DNase-seq	DNase-seq			thymus male fetal (97 days)	thymus		John Stamatoyannopoulos, UW	Roadmap	released	1	6		Homo sapiens	fetal	97	day										/replicates/7e3fb5b3-8eea-4706-b489-b3a53cf69427/
/experiments/ENCSR842VTJ/	ENCSR842VTJ	DNase-seq	DNase-seq			CD8-positive, alpha-beta T cell male adult (21 year)	CD8-positive, alpha-beta T cell		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	adult	21	year										/replicates/405221b0-274e-427a-bc0b-e86777912735/
/experiments/ENCSR320TUJ/	ENCSR320TUJ	DNase-seq	DNase-seq			common myeloid progenitor, CD34-positive female adult (50 years)	common myeloid progenitor, CD34-positive		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	adult	50	year										/replicates/68178e87-28ea-4619-8038-56143ce6dc0a/
/experiments/ENCSR540PVZ/	ENCSR540PVZ	DNase-seq	DNase-seq			right renal pelvis male fetal (120 days)	right renal pelvis		John Stamatoyannopoulos, UW	Roadmap	released	1	3		Homo sapiens	fetal	120	day										/replicates/70aef133-82cb-49d1-837d-c80db07393a6/
/experiments/ENCSR828RNY/	ENCSR828RNY	DNase-seq	DNase-seq			renal cortex interstitium male fetal (108 days)	renal cortex interstitium		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	108	day										/replicates/2fe3373a-69e4-482b-8775-f14feb75a635/
/experiments/ENCSR385AMY/	ENCSR385AMY	DNase-seq	DNase-seq			hindlimb muscle male fetal (120 days)	hindlimb muscle		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	120	day										/replicates/9db51732-b40f-458b-b9bd-cb03a4fbd798/
/experiments/ENCSR332BSB/	ENCSR332BSB	DNase-seq	DNase-seq			right kidney male fetal (87 days)	right kidney		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	87	day										/replicates/e55ec374-5f42-4387-99e2-d844f27e1b25/
/experiments/ENCSR639XWF/	ENCSR639XWF	DNase-seq	DNase-seq			left lung male fetal (96 days)	left lung		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	fetal	96	day										/replicates/c63eaec0-b3b1-42a9-ae5c-954590613018/
/experiments/ENCSR782SSS/	ENCSR782SSS	DNase-seq	DNase-seq			stomach male adult (34 years)	stomach		John Stamatoyannopoulos, UW	Roadmap	released	1	2		Homo sapiens	adult	34	year										/replicates/5be15417-77b4-4200-99a3-7985ad4a5257/
